Bloc,Jour,Theme,Italien,Francais,Esempio (IT),Exemple (FR)
Bloc 2 - Bilan medical,33,D : Disabilità neurologica II (AVC et convulsions),la fase postcritica,la phase post-critique,"È in fase postcritica, confuso e sonnolento.","Il est en phase post-critique, confus et somnolent."
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,l'esposizione,l'exposition (déshabillage),Procedo all'esposizione per valutare le lesioni.,Je procède à l'exposition pour évaluer les lésions.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,la temperatura corporea,la température corporelle,Temperatura corporea trentacinque gradi.,Température corporelle trente-cinq degrés.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,l'ipotermia,l'hypothermie,Sospetto ipotermia moderata.,Je suspecte une hypothermie modérée.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,la febbre,la fièvre,Ha la febbre alta da due giorni.,Il a une forte fièvre depuis deux jours.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,il colpo di calore,le coup de chaleur,Sospetto colpo di calore dopo il lavoro al sole.,Je suspecte un coup de chaleur après le travail au soleil.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,la coperta isotermica,la couverture de survie,Copro il paziente con la coperta isotermica.,Je couvre le patient avec la couverture de survie.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,l'ustione,la brûlure,Ustione di secondo grado all'avambraccio.,Brûlure du deuxième degré à l'avant-bras.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,l'ematoma,l'hématome,Ematoma esteso al fianco sinistro.,Hématome étendu au flanc gauche.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,l'escoriazione,l'écorchure,Escoriazioni diffuse alle ginocchia.,Écorchures diffuses aux genoux.
Bloc 2 - Bilan medical,34,E : Esposizione e ambiente,la ferita lacerocontusa,la plaie contuse,Ferita lacerocontusa al cuoio capelluto.,Plaie contuse au cuir chevelu.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,i segni,les signes,I segni clinici indicano una crisi asmatica.,Les signes cliniques indiquent une crise d'asthme.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,i sintomi,les symptômes,Da quando ha questi sintomi?,Depuis quand avez-vous ces symptômes ?
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,il dolore,la douleur,Dove sente il dolore esattamente?,Où ressentez-vous la douleur exactement ?
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,il malore,le malaise,Ha avuto un malore in strada.,Il a eu un malaise dans la rue.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,il disturbo,"le trouble, la gêne",Che disturbo sente di preciso?,Quelle gêne ressentez-vous précisément ?
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,accusare (un dolore),se plaindre de,Il paziente accusa dolore retrosternale.,Le patient se plaint d'une douleur rétrosternale.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,presentare,présenter,Presenta nausea e sudorazione fredda.,Il présente des nausées et des sueurs froides.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,riferire,"rapporter, indiquer",La paziente riferisce vertigini da ieri.,La patiente rapporte des vertiges depuis hier.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,peggiorare,empirer,I sintomi sono peggiorati nell'ultima ora.,Les symptômes ont empiré durant la dernière heure.
Bloc 2 - Bilan medical,35,SAMPLER · S : Segni e sintomi,migliorare,s'améliorer,Il dolore è migliorato dopo la nitroglicerina.,La douleur s'est améliorée après la nitroglycérine.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,l'allergia,l'allergie,Ha allergie note a medicamenti?,Avez-vous des allergies connues à des médicaments ?
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,allergico,allergique,È allergico alla penicillina.,Il est allergique à la pénicilline.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,la reazione allergica,la réaction allergique,Presenta una reazione allergica dopo la puntura.,Il présente une réaction allergique après la piqûre.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,l'anafilassi,l'anaphylaxie,Sospetto shock anafilattico.,Je suspecte un choc anaphylactique.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,l'orticaria,l'urticaire,Ha orticaria diffusa al tronco.,Il a de l'urticaire diffuse sur le tronc.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,il prurito,"le prurit, les démangeaisons",Riferisce prurito intenso alla gola.,Il rapporte un prurit intense à la gorge.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,il gonfiore,le gonflement,Ha gonfiore alle labbra e alla lingua.,Il a un gonflement des lèvres et de la langue.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,la puntura d'insetto,la piqûre d'insecte,È stato punto da una vespa dieci minuti fa.,Il a été piqué par une guêpe il y a dix minutes.
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,l'autoiniettore,l'auto-injecteur,Ha già usato il suo autoiniettore di adrenalina?,Avez-vous déjà utilisé votre auto-injecteur d'adrénaline ?
Bloc 2 - Bilan medical,36,SAMPLER · A : Allergie,l'intolleranza,l'intolérance,È solo un'intolleranza o una vera allergia?,Est-ce seulement une intolérance ou une vraie allergie ?
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,il medicamento,le médicament (usage suisse),Che medicamenti prende regolarmente?,Quels médicaments prenez-vous régulièrement ?
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,la terapia abituale,le traitement habituel,Mi porta la lista della terapia abituale?,Pouvez-vous m'apporter la liste du traitement habituel ?
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,l'anticoagulante,l'anticoagulant,"Prende un anticoagulante, attenzione al sanguinamento.","Il prend un anticoagulant, attention au saignement."
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,l'antiaggregante,l'antiagrégant,È in terapia con antiaggreganti.,Il est sous traitement antiagrégant.
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,l'antipertensivo,l'antihypertenseur,Prende due antipertensivi la mattina.,Il prend deux antihypertenseurs le matin.
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,l'insulina,l'insuline,Si è fatto l'insulina ma non ha mangiato.,Il a fait son insuline mais n'a pas mangé.
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,l'antidolorifico,l'antalgique,Ha già preso un antidolorifico stamattina?,Avez-vous déjà pris un antalgique ce matin ?
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,il broncodilatatore,le bronchodilatateur,Ha usato il broncodilatatore tre volte.,Il a utilisé le bronchodilatateur trois fois.
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,la scatola dei medicamenti,la boîte à médicaments,Portiamo la scatola dei medicamenti in ospedale.,Nous emportons la boîte à médicaments à l'hôpital.
Bloc 2 - Bilan medical,37,SAMPLER · M : Medicamenti,la posologia,la posologie,Qual è la posologia esatta?,Quelle est la posologie exacte ?
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,le patologie pregresse,les antécédents médicaux,Quali patologie pregresse ha il paziente?,Quels antécédents médicaux a le patient ?
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'anamnesi,l'anamnèse,Raccolgo l'anamnesi dai familiari.,Je recueille l'anamnèse auprès des proches.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,il diabete,le diabète,È diabetico insulinodipendente.,Il est diabétique insulinodépendant.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'ipertensione,l'hypertension,Soffre di ipertensione da vent'anni.,Il souffre d'hypertension depuis vingt ans.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'infarto,l'infarctus,Ha avuto un infarto due anni fa.,Il a eu un infarctus il y a deux ans.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'insufficienza cardiaca,l'insuffisance cardiaque,È seguito per insufficienza cardiaca.,Il est suivi pour insuffisance cardiaque.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,la broncopneumopatia cronica,la BPCO,È portatore di broncopneumopatia cronica con ossigeno a domicilio.,Il est porteur d'une BPCO avec oxygène à domicile.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'epilessia,l'épilepsie,"È epilettico, l'ultima crisi un mese fa.","Il est épileptique, dernière crise il y a un mois."
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,il tumore,la tumeur,È in cura per un tumore al polmone.,Il est traité pour une tumeur au poumon.
Bloc 2 - Bilan medical,38,SAMPLER · P : Patologie pregresse,l'intervento chirurgico,l'intervention chirurgicale,Ha subito un intervento chirurgico la settimana scorsa.,Il a subi une intervention chirurgicale la semaine dernière.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,l'ultimo pasto,le dernier repas,Quando ha fatto l'ultimo pasto?,Quand avez-vous pris votre dernier repas ?
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,mangiare,manger,Ha mangiato qualcosa stamattina?,Avez-vous mangé quelque chose ce matin ?
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,bere,boire,Ha bevuto alcolici oggi?,Avez-vous bu de l'alcool aujourd'hui ?
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,il digiuno,le jeûne,È a digiuno dalle otto di ieri sera.,Il est à jeun depuis huit heures hier soir.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,la colazione,le petit-déjeuner,Ha saltato la colazione.,Il a sauté le petit-déjeuner.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,il pranzo,le déjeuner,Ha vomitato subito dopo pranzo.,Il a vomi juste après le déjeuner.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,la cena,le dîner,Non ha cenato ieri sera.,Il n'a pas dîné hier soir.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,l'appetito,l'appétit,Non ha appetito da tre giorni.,Il n'a pas d'appétit depuis trois jours.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,la disidratazione,la déshydratation,Segni di disidratazione: mucose secche.,Signes de déshydratation : muqueuses sèches.
Bloc 2 - Bilan medical,39,SAMPLER · L : L'ultimo pasto,il vomito,le vomissement,Il vomito contiene tracce di sangue.,Le vomissement contient des traces de sang.
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,gli eventi precedenti,les événements précédents,Mi racconti gli eventi precedenti al malore.,Racontez-moi les événements précédant le malaise.
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,la dinamica,"la cinématique, le déroulement",Qual è la dinamica dell'incidente?,Quelle est la cinématique de l'accident ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,lo sforzo,l'effort,Il dolore è comparso sotto sforzo.,La douleur est apparue à l'effort.
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,il riposo,le repos,Il dolore compare anche a riposo.,La douleur apparaît aussi au repos.
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,i fattori di rischio,les facteurs de risque,Quali fattori di rischio cardiovascolare ha?,Quels facteurs de risque cardiovasculaire a-t-il ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,il fumo,le tabac,Fuma un pacchetto al giorno?,Fumez-vous un paquet par jour ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,l'alcol,l'alcool,Ha bevuto alcol prima dell'incidente?,Avez-vous bu de l'alcool avant l'accident ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,le sostanze stupefacenti,les stupéfiants,Ha assunto sostanze stupefacenti?,Avez-vous consommé des stupéfiants ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,la familiarità,les antécédents familiaux,C'è familiarità per infarto?,Y a-t-il des antécédents familiaux d'infarctus ?
Bloc 2 - Bilan medical,40,SAMPLER · E et R : Eventi e fattori di rischio,la gravidanza,la grossesse,C'è possibilità di una gravidanza in corso?,Y a-t-il une possibilité de grossesse en cours ?
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,l'insorgenza,"le début, la survenue",Qual è stata l'insorgenza del dolore?,Comment la douleur est-elle survenue ?
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,provocare,provoquer,Che cosa provoca il dolore?,Qu'est-ce qui provoque la douleur ?
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,alleviare,soulager,Che cosa allevia il dolore?,Qu'est-ce qui soulage la douleur ?
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,la qualità del dolore,la qualité de la douleur,Mi descriva la qualità del dolore.,Décrivez-moi la qualité de la douleur.
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,oppressivo,oppressant,"Il dolore è oppressivo, come un peso.","La douleur est oppressante, comme un poids."
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,trafittivo,en coup de poignard,Il dolore è trafittivo e localizzato.,La douleur est en coup de poignard et localisée.
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,crampiforme,à type de crampe,Ha un dolore crampiforme all'addome.,Il a une douleur à type de crampe à l'abdomen.
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,l'irradiazione,l'irradiation,Il dolore si irradia al braccio sinistro.,La douleur irradie vers le bras gauche.
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,la scala del dolore,l'échelle de la douleur,"Da zero a dieci, quanto è forte il dolore?","De zéro à dix, quelle est l'intensité de la douleur ?"
Bloc 2 - Bilan medical,41,OPQRST : l'analyse de la douleur,continuo o intermittente,continu ou intermittent,Il dolore è continuo o intermittente?,La douleur est-elle continue ou intermittente ?
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,"il capo, la testa",la tête,Ha ricevuto un trauma al capo.,Il a reçu un traumatisme crânien.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,il cuoio capelluto,le cuir chevelu,Ferita al cuoio capelluto che sanguina.,Plaie du cuir chevelu qui saigne.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,la fronte,le front,Ematoma sulla fronte.,Hématome sur le front.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,l'occhio,l'œil,Non apre l'occhio destro.,Il n'ouvre pas l'œil droit.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,l'orecchio,l'oreille,Perdita di liquido dall'orecchio.,Écoulement de liquide par l'oreille.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,il naso,le nez,Sangue dal naso dopo il colpo.,Saignement de nez après le coup.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,la bocca,la bouche,"Mi apra la bocca, per favore.","Ouvrez la bouche, s'il vous plaît."
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,la lingua,la langue,Si è morso la lingua durante la crisi.,Il s'est mordu la langue pendant la crise.
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,il collo,le cou,Sente dolore al collo?,Ressentez-vous une douleur au cou ?
Bloc 2 - Bilan medical,42,Anatomie I : tête et cou,la nuca,la nuque,Dolore alla nuca alla palpazione.,Douleur à la nuque à la palpation.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,il torace,le thorax,"Torace stabile, senza deformità.","Thorax stable, sans déformation."
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,lo sterno,le sternum,Dolore retrosternale da mezz'ora.,Douleur rétrosternale depuis une demi-heure.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,le costole,les côtes,Sospetta frattura di due costole.,Fracture suspectée de deux côtes.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,la clavicola,la clavicule,Deformità della clavicola destra.,Déformation de la clavicule droite.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,l'addome,l'abdomen,Addome dolente alla palpazione profonda.,Abdomen douloureux à la palpation profonde.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,il quadrante,le quadrant,Dolore al quadrante inferiore destro.,Douleur au quadrant inférieur droit.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,l'epigastrio,l'épigastre,Bruciore in epigastrio da ieri.,Brûlure épigastrique depuis hier.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,il fianco,le flanc,Colpo violento al fianco sinistro.,Coup violent au flanc gauche.
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,il bacino,le bassin,"Bacino instabile, non mobilizzare.","Bassin instable, ne pas mobiliser."
Bloc 2 - Bilan medical,43,Anatomie II : thorax et abdomen,la schiena,le dos,Dolore alla schiena dopo la caduta.,Douleur au dos après la chute.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,la spalla,l'épaule,Sospetta lussazione di spalla.,Luxation d'épaule suspectée.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,il braccio,le bras,Non riesce a sollevare il braccio.,Il n'arrive pas à lever le bras.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,il gomito,le coude,Il gomito è gonfio e deformato.,Le coude est enflé et déformé.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,il polso (articolazione),le poignet,Frattura di polso dopo caduta sulla mano.,Fracture du poignet après chute sur la main.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,la mano,la main,Mi stringa la mano.,Serrez-moi la main.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,l'anca,la hanche,"Sospetta frattura di femore, gamba extraruotata.","Fracture du fémur suspectée, jambe en rotation externe."
Bloc 2 - Bilan medical,44,Anatomie III : les membres,la coscia,la cuisse,Ferita profonda alla coscia.,Plaie profonde à la cuisse.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,il ginocchio,le genou,Il ginocchio è bloccato in flessione.,Le genou est bloqué en flexion.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,la caviglia,la cheville,La caviglia è gonfia e dolente.,La cheville est enflée et douloureuse.
Bloc 2 - Bilan medical,44,Anatomie III : les membres,il piede,le pied,Muove le dita del piede normalmente.,Il bouge les orteils normalement.
Bloc 2 - Bilan medical,45,Symptômes généraux,la nausea,la nausée,Riferisce nausea da un'ora.,Il rapporte des nausées depuis une heure.
Bloc 2 - Bilan medical,45,Symptômes généraux,le vertigini,les vertiges,Ha le vertigini quando si alza.,Il a des vertiges quand il se lève.
Bloc 2 - Bilan medical,45,Symptômes généraux,la stanchezza,la fatigue,Stanchezza intensa da tre giorni.,Fatigue intense depuis trois jours.
Bloc 2 - Bilan medical,45,Symptômes généraux,la debolezza,la faiblesse,Debolezza generalizzata agli arti.,Faiblesse généralisée des membres.
Bloc 2 - Bilan medical,45,Symptômes généraux,i brividi,les frissons,Ha brividi e febbre alta.,Il a des frissons et une forte fièvre.
Bloc 2 - Bilan medical,45,Symptômes généraux,la sudorazione,la transpiration,Sudorazione profusa e cute fredda.,Transpiration profuse et peau froide.
Bloc 2 - Bilan medical,45,Symptômes généraux,il capogiro,l'étourdissement,Ha avuto un capogiro salendo le scale.,Il a eu un étourdissement en montant les escaliers.
Bloc 2 - Bilan medical,45,Symptômes généraux,la sete,la soif,Ha molta sete da stamattina.,Il a très soif depuis ce matin.
Bloc 2 - Bilan medical,45,Symptômes généraux,il formicolio,les fourmillements,Formicolio alla mano sinistra.,Fourmillements à la main gauche.
Bloc 2 - Bilan medical,45,Symptômes généraux,il tremore,le tremblement,Tremore diffuso agli arti superiori.,Tremblement diffus des membres supérieurs.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,il dolore toracico,la douleur thoracique,Dolore toracico tipico da venti minuti.,Douleur thoracique typique depuis vingt minutes.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,il cardiopalmo,les palpitations,Riferisce cardiopalmo improvviso.,Il rapporte des palpitations soudaines.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'aritmia,l'arythmie,Il monitor mostra un'aritmia.,Le moniteur montre une arythmie.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,la fibrillazione atriale,la fibrillation auriculaire,È noto per fibrillazione atriale.,Il est connu pour une fibrillation auriculaire.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'edema,l'œdème,Edemi importanti alle caviglie.,Œdèmes importants aux chevilles.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'ortopnea,l'orthopnée,Dorme con tre cuscini per l'ortopnea.,Il dort avec trois oreillers à cause de l'orthopnée.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,la tosse,la toux,Tosse produttiva da una settimana.,Toux productive depuis une semaine.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'espettorato,l'expectoration,Espettorato schiumoso e rosato.,Expectoration mousseuse et rosée.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'emottisi,l'hémoptysie,Presenta emottisi da stamattina.,Il présente une hémoptysie depuis ce matin.
Bloc 2 - Bilan medical,46,Symptômes cardio-respiratoires,l'arresto cardiaco,l'arrêt cardiaque,"Arresto cardiaco testimoniato, iniziamo la rianimazione.","Arrêt cardiaque témoigné, nous débutons la réanimation."
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,il mal di testa,le mal de tête,Mal di testa improvviso e violentissimo.,Mal de tête soudain et très violent.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,la cefalea,la céphalée,Cefalea a esordio esplosivo.,Céphalée à début brutal.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,la fotofobia,la photophobie,Riferisce fotofobia e rigidità nucale.,Il rapporte une photophobie et une raideur de nuque.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,la perdita di coscienza,la perte de connaissance,Perdita di coscienza di breve durata.,Perte de connaissance de brève durée.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,la sincope,la syncope,Sincope da ortostatismo.,Syncope orthostatique.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,l'agitazione psicomotoria,l'agitation psychomotrice,Il paziente è in agitazione psicomotoria.,Le patient est en agitation psychomotrice.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,l'ansia,l'anxiété,Crisi d'ansia con iperventilazione.,Crise d'angoisse avec hyperventilation.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,l'allucinazione,l'hallucination,Riferisce allucinazioni visive.,Il rapporte des hallucinations visuelles.
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,i pensieri suicidari,les idées suicidaires,Ha pensieri suicidari in questo momento?,Avez-vous des idées suicidaires en ce moment ?
Bloc 2 - Bilan medical,47,Symptômes neurologiques et psychiatriques,il ricovero a scopo di assistenza,le placement à des fins d'assistance,Valutiamo un ricovero a scopo di assistenza.,Nous évaluons un placement à des fins d'assistance.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,la gravidanza,la grossesse,È alla trentaduesima settimana di gravidanza.,Elle est à la trente-deuxième semaine de grossesse.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,le contrazioni,les contractions,Le contrazioni sono ogni tre minuti.,Les contractions sont toutes les trois minutes.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il parto,l'accouchement,"Il parto è imminente, prepariamo il kit.","L'accouchement est imminent, préparons le kit."
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,le acque rotte,la perte des eaux,Ha rotto le acque un'ora fa.,Elle a perdu les eaux il y a une heure.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il neonato,le nouveau-né,Il neonato piange e ha un buon tono.,Le nouveau-né pleure et a un bon tonus.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il lattante,le nourrisson,Il lattante ha tre mesi e la febbre alta.,Le nourrisson a trois mois et une forte fièvre.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il bambino,l'enfant,Il bambino ha battuto la testa cadendo dall'altalena.,L'enfant s'est cogné la tête en tombant de la balançoire.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,la convulsione febbrile,la convulsion fébrile,Convulsione febbrile in bambino di due anni.,Convulsion fébrile chez un enfant de deux ans.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il pianto,les pleurs,Il pianto è vigoroso e consolabile.,Les pleurs sont vigoureux et consolables.
Bloc 2 - Bilan medical,48,Obstétrique et pédiatrie,il pediatra,le pédiatre,Avvisiamo il pediatra di guardia.,Nous prévenons le pédiatre de garde.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,il trauma cranico,le traumatisme crânien,Trauma cranico con perdita di coscienza.,Traumatisme crânien avec perte de connaissance.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la frattura esposta,la fracture ouverte,Frattura esposta di tibia.,Fracture ouverte du tibia.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la lussazione,la luxation,Lussazione di spalla anteriore.,Luxation antérieure de l'épaule.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la distorsione,l'entorse,Distorsione di caviglia in inversione.,Entorse de cheville en inversion.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la contusione,la contusion,Contusione toracica senza dispnea.,Contusion thoracique sans dyspnée.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,lo scontro frontale,le choc frontal,Scontro frontale a settanta chilometri orari.,Choc frontal à soixante-dix kilomètres à l'heure.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,il ribaltamento,le tonneau,Il veicolo ha fatto un ribaltamento.,Le véhicule a fait un tonneau.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,l'incarceramento,l'incarcération,"Paziente incarcerato, richiediamo i pompieri.","Patient incarcéré, nous demandons les pompiers."
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la caduta dall'alto,la chute de hauteur,Caduta dall'alto da quattro metri.,Chute de hauteur de quatre mètres.
Bloc 2 - Bilan medical,49,Traumatologie et cinématique,la cintura di sicurezza,la ceinture de sécurité,Indossava la cintura di sicurezza.,Il portait la ceinture de sécurité.
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Come si chiama?,Comment vous appelez-vous ?,Come si chiama e che giorno è oggi?,Comment vous appelez-vous et quel jour sommes-nous ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Sa dov'è?,Savez-vous où vous êtes ?,Sa dov'è in questo momento?,Savez-vous où vous êtes en ce moment ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Che cosa è successo?,Que s'est-il passé ?,Mi racconti che cosa è successo.,Racontez-moi ce qui s'est passé.
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Le fa male qui?,Avez-vous mal ici ?,Le fa male qui quando premo?,Avez-vous mal ici quand j'appuie ?
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Mi sente?,Vous m'entendez ?,"Signore, mi sente? Apra gli occhi.","Monsieur, vous m'entendez ? Ouvrez les yeux."
Bloc 2 - Bilan medical,50,Les questions rituelles au patient (synthèse du bloc),Riesce a muoversi?,Arrivez-vous à bouger ?,Riesce a muovere le gambe?,Arrivez-vous à bouger les jambes ?
